ques,skill
14811,48
8603,47
67,100
260,0
2395,9
8749,101
4654,84
12356,34
13987,15
2397,55
5588,110
10533,31
7957,20
4452,71
11887,0
6229,106
3163,2
6262,54
3791,96
11229,0
13328,86
13846,12
3529,96
2247,3
8064,119
11748,70
4943,79
5039,16
14480,69
9970,39
12661,37
14841,48
15163,99
2807,74
1745,21
162,0
1268,96
12782,34
14017,15
10982,15
5574,67
9049,110
8686,58
13295,30
14897,64
6053,1
10697,31
12381,104
7147,43
4616,34
6655,106
502,4
6729,55
15213,41
7191,86
4648,23
9378,56
6451,47
11778,70
4973,79
4229,39
9656,0
13374,30
11863,114
4072,92
13246,30
6004,1
7721,22
1036,96
4209,97
6941,96
12263,4
3028,56
14649,120
442,111
2725,18
194,9
7420,30
4748,82
10331,31
6613,1
3385,64
4646,34
13101,56
7256,107
12622,58
6395,7
12696,7
14003,93
12217,9
541,9
13276,30
14878,64
12739,54
4597,34
4220,47
15234,10
4750,47
6828,47
4935,29
7846,30
9403,62
1337,64
13751,30
8181,20
8998,13
2630,23
15426,54
7038,5
12869,56
1017,59
6163,7
12068,7
14033,93
1939,105
8100,31
9220,62
1154,64
3812,114
2769,74
3333,116
4340,4
7117,5
10551,47
9692,57
4967,102
7732,49
14738,30
3704,59
1087,10
8690,18
1221,10
13406,116
1367,64
13144,116
14498,85
1788,57
10310,106
7316,107
1526,57
7068,5
8625,37
8785,26
14542,91
5180,102
10199,9
4918,102
1938,38
6910,62
13049,0
1318,64
4356,106
1739,57
8979,13
4810,47
7019,5
4997,102
7762,49
360,31
998,59
9317,8
1251,10
1397,64
11691,33
8678,21
13174,116
2737,98
1818,57
11630,23
1515,56
7098,5
7796,47
10969,48
13264,9
6619,7
4948,102
13644,1
8993,32
1665,0
13778,1
9127,32
9309,9
6059,84
1348,64
1926,4
13516,1
15482,95
1086,64
5360,46
1769,57
10929,97
7049,5
2209,100
14523,91
11328,102
4437,71
13843,103
1281,10
4899,102
5818,106
2984,96
7373,65
14692,48
4351,4
14375,112
3437,78
4516,71
12537,67
10099,20
13836,63
286,95
1098,10
520,33
3634,97
13546,1
14028,4
1956,4
2412,55
10423,117
7921,55
4215,79
8444,96
1799,57
13155,116
14423,45
3375,102
10818,121
13724,7
7079,5
8636,37
3966,18
4467,71
10876,62
5191,102
11418,116
2037,114
9439,95
5848,106
12331,83
5559,3
4103,23
7403,65
13759,1
13497,1
14287,120
2886,96
6797,26
6301,88
4804,70
4179,18
15437,30
2506,40
753,96
13196,9
9390,95
887,96
3067,107
5799,106
9173,97
6394,23
7951,55
2180,55
3405,102
4855,8
12854,16
7009,30
2298,10
3941,82
4235,71
966,96
13836,76
10382,62
4496,75
14009,4
1863,55
4950,16
8023,79
10258,26
10385,67
5371,46
519,50
1694,17
2654,59
3356,102
5390,59
7088,30
9999,31
10257,67
13226,9
9420,95
917,96
5829,106
8520,67
10741,116
4447,75
4084,23
9915,37
10875,116
13842,12
3129,59
13087,79
7898,20
1249,17
234,39
3321,0
4026,18
7039,30
7173,30
10674,62
12305,43
6460,94
734,96
2988,56
4003,34
868,96
5780,106
6639,96
8370,15
11088,116
12566,84
9866,37
8455,59
3386,102
4836,8
7238,95
6990,30
2279,10
11646,114
2821,64
4612,34
947,96
11167,116
8550,67
4477,75
2939,56
4114,23
8885,57
7663,15
2897,59
8205,69
11171,6
4815,70
7069,30
12291,0
12613,51
7148,94
9369,106
9980,31
12571,54
5852,66
5475,116
764,96
9181,55
9561,47
8501,67
12835,100
636,59
2931,57
4984,27
14156,121
14189,69
8115,31
7268,95
8973,62
7476,44
7154,30
6381,43
354,117
14466,54
715,59
849,59
5197,27
13961,67
14443,70
2531,59
4121,39
9052,62
5020,71
824,2
7219,95
6333,2
7455,106
11025,9
11407,74
9211,55
12601,54
14155,50
928,59
8531,67
6470,7
1585,100
143,18
666,59
6208,7
8866,57
9725,47
6791,62
9926,37
11979,7
8145,31
14174,67
12580,116
2594,34
5508,10
3841,106
12437,67
5076,87
8846,78
9484,106
10940,86
10678,86
11416,15
11664,117
6127,18
282,69
879,59
3637,47
5012,102
6650,59
617,59
8348,67
9635,9
4151,39
10837,79
14087,34
4651,96
12135,116
10074,56
1571,57
9141,117
9241,55
1615,100
2327,40
12633,100
3211,60
6821,62
6955,62
9828,0
14870,24
833,64
8928,9
9033,62
11906,0
1168,54
3945,55
7436,106
5106,87
11443,10
12467,67
15474,5
9192,55
909,59
12741,47
1043,59
647,59
6492,8
11142,18
6772,62
15349,10
8745,9
11180,44
8313,86
10426,107
4199,56
8827,78
12156,67
12376,70
11980,70
860,59
3315,9
9858,0
15372,115
6602,1
802,54
10157,67
3608,2
1418,57
2015,47
10399,95
3176,79
10840,97
11096,23
3310,79
4444,8
2336,102
1973,50
12235,67
1522,114
12906,6
14463,38
2308,40
10319,102
6802,62
2528,43
3703,10
10071,0
9809,0
13244,1
6003,86
14727,84
15001,64
10268,56
12448,67
9294,79
15455,5
12857,6
890,59
10988,116
14136,30
5022,106
15330,10
6216,86
127,36
13442,107
7771,45
8153,110
12757,4
13924,110
4314,56
12399,67
4474,8
12495,4
2338,40
1801,64
6295,86
9839,0
3490,23
1952,4
10400,67
4770,6
2139,59
7970,110
1399,57
11533,37
12887,6
3291,79
4425,8
12350,30
15008,80
5710,106
12630,84
1637,114
3550,10
6508,86
10897,55
11408,42
6246,86
15360,10
112,34
8037,56
10217,67
15423,29
4504,8
12508,94
3328,82
615,96
1831,64
2588,43
5661,106
5413,4
10848,55
14103,95
14700,85
6357,38
8000,110
8470,59
13437,5
8134,110
685,17
3462,18
4455,8
2347,102
1984,50
15038,80
3145,82
4661,113
6232,43
8909,106
14317,54
15112,29
9886,88
9490,88
6014,86
2120,59
12579,95
4406,8
6371,94
2458,54
8726,106
5691,106
9180,47
10878,55
12608,15
7245,69
4485,8
14490,103
5183,50
2470,64
2074,64
6262,43
4388,75
3469,34
10133,86
13985,116
9990,37
9332,37
13699,18
2150,59
7592,69
10429,84
7234,95
3187,55
8756,106
6158,107
7407,23
8412,67
12916,23
14413,4
2842,57
2976,57
3196,60
7671,69
9679,37
10362,30
12456,38
2101,59
8006,59
14374,49
4852,71
4456,71
301,40
11891,0
12694,95
7606,88
7766,77
8800,68
13748,1
5391,56
5988,46
3275,60
9161,47
9684,88
14092,70
11433,61
6708,106
9022,117
9256,55
7685,88
577,59
1752,26
2872,57
10986,15
14181,4
8413,9
12183,0
14445,50
14901,64
6921,106
1847,34
787,54
6659,106
4780,23
6337,55
6423,95
6456,43
3429,96
7636,88
9570,107
349,57
8830,68
12823,37
12865,34
14260,4
10822,28
11782,70
3755,0
10343,30
7725,22
5072,87
15130,45
15075,109
446,111
4398,79
8283,20
15421,80
15387,115
5583,10
10335,31
6574,119
6689,106
4595,98
12272,55
13788,86
15390,120
7666,88
9278,56
7781,38
398,70
35,18
3708,46
6485,47
10692,39
14644,7
15260,10
11770,73
10414,31
10755,95
14882,64
6902,106
7755,22
9216,117
6640,106
5102,87
6318,55
2827,4
9551,107
12705,58
3443,7
7617,88
11046,15
14945,120
6832,47
11629,70
5335,29
8690,7
2919,7
11904,9
14454,31
9130,13
14961,64
15155,115
29,65
9630,107
13859,87
3496,18
9720,0
12719,114
9854,0
6048,86
14912,64
12455,4
13274,107
6555,119
4631,34
6348,55
6728,47
13433,100
14130,28
8419,79
12968,0
3766,0
13031,56
3683,2
7320,107
12191,79
3347,16
10768,47
12540,4
12626,7
8916,67
14546,91
9632,8
15460,54
1170,10
12102,7
9254,62
3891,116
6078,86
14259,34
5277,37
10645,98
14993,29
12577,7
3081,18
3738,59
5529,29
3595,10
6112,84
1401,64
3058,34
8085,31
9701,0
1822,57
10344,106
12221,79
7102,5
11844,92
7207,58
14576,91
5247,50
13299,113
13910,38
3951,59
13648,1
11936,95
3037,96
8164,31
10525,117
1218,64
8298,31
6108,86
7806,57
14148,95
12907,3
1732,56
7181,5
10918,48
15221,14
12172,79
4407,9
10312,9
14527,91
11332,102
1151,10
11115,104
6008,84
1285,10
2331,55
4659,1
1431,64
1852,57
6998,5
13736,6
1750,46
7132,5
4386,71
7151,18
4138,6
8238,101
11251,113
13863,47
14606,91
12995,8
189,43
13623,65
290,95
12979,0
13958,55
5455,56
8113,106
13460,44
11877,23
1803,57
3539,91
12202,79
7083,5
14557,91
11362,102
1181,10
12831,21
14078,93
2361,55
12614,23
13178,65
3018,96
7407,65
1595,64
1199,64
2801,98
7190,67
7787,57
2935,98
6801,26
9520,86
4867,7
7162,5
10519,56
11281,113
8268,101
13807,7
11093,62
5045,50
13708,1
5205,2
320,95
1132,10
5485,56
6398,23
8478,96
61,100
4383,79
4684,7
3409,102
8395,61
4207,82
14587,91
15098,41
4501,71
2071,114
970,96
6438,95
13384,62
8733,56
6713,34
3048,96
14187,120
12241,47
13939,55
13180,3
10026,15
14233,7
10769,59
4769,7
10003,31
10163,20
3041,56
9207,97
7388,65
13890,55
11901,100
5533,110
7305,30
15431,79
5431,62
238,39
3411,40
6102,1
11262,113
3108,2
9899,95
11396,113
3254,56
13309,9
14393,117
12271,47
5466,56
14263,7
10295,31
11852,100
3390,102
11389,73
10033,31
4840,8
11213,113
3362,40
8957,43
3984,23
211,57
14476,7
491,111
7280,94
13240,30
2758,10
7073,30
9984,31
5942,106
3022,56
5680,106
8404,15
13894,2
14073,4
2402,82
4174,39
11997,50
6083,1
10780,86
11141,65
12175,56
585,96
5893,106
8584,67
14489,67
8367,69
6347,47
3776,114
8440,59
7103,30
12691,94
15468,95
5886,66
2410,64
8535,67
6474,7
11587,7
9135,62
3450,102
4047,92
3906,116
7261,94
153,65
2885,64
6113,1
3119,2
10810,86
12205,56
9954,101
14257,67
7133,30
11400,73
3857,116
3153,0
2019,34
7253,95
10500,45
6064,1
12258,67
12635,54
12941,97
962,59
1485,100
8565,67
700,59
4153,114
6985,51
12964,0
14492,85
13688,31
837,64
2031,44
7521,31
9037,62
13445,44
12471,67
9458,55
13806,23
5867,66
4912,102
1932,38
6161,18
6202,56
550,7
2749,31
13929,93
118,84
12955,116
6279,10
8130,31
7283,95
4203,56
7013,5
13878,47
14621,91
8253,101
12043,7
13103,56
3581,9
14142,93
12218,8
6855,62
13168,116
3787,114
251,61
12020,23
12818,3
11106,97
7790,47
15467,4
7936,101
10541,59
2440,40
943,59
14572,91
6452,59
681,59
3532,9
1342,64
2899,96
6053,84
6806,62
8207,106
14731,84
11360,98
12695,54
7043,5
4293,107
5091,87
5647,39
8861,78
12130,16
12538,70
760,59
4893,102
14012,104
894,59
5027,102
12614,65
14245,83
11136,97
5250,110
1714,57
13706,34
1452,57
1653,47
8812,78
973,59
14602,91
10529,62
10763,0
10226,61
13540,1
2488,94
7915,55
6299,86
8438,96
11841,34
13149,116
14761,84
4263,56
10041,15
8630,37
168,39
12482,67
1403,57
6172,18
2421,40
13111,9
10580,0
10888,116
8942,43
621,21
10714,0
11022,116
6512,86
6149,34
10901,55
7866,55
9564,26
13491,1
2222,96
10221,67
14316,84
14712,84
1482,57
4508,8
3011,27
5628,39
10955,62
1586,114
5793,106
4411,75
5927,106
2518,94
6866,62
2174,55
15448,88
8643,97
2757,110
4584,3
1986,4
10300,67
3830,66
7801,47
1433,57
13629,1
5579,39
10376,62
1988,50
10510,62
4443,0
4825,65
5744,106
6542,86
10744,0
4563,65
10931,55
6280,86
12709,86
13521,1
10251,67
13916,5
3666,79
13000,6
149,39
15154,28
6241,94
6315,43
9414,95
4837,75
649,96
4441,75
5957,106
14138,54
5695,106
1882,4
6493,86
9184,47
9330,101
10202,67
5054,9
7167,30
4489,8
12560,84
2474,64
5774,106
10815,1
12257,83
600,96
8666,57
2050,2
42,34
479,35
3189,46
14395,97
4006,39
4730,70
2154,59
13467,7
7118,30
12572,94
5385,1
14707,103
7539,23
679,96
4471,75
8760,106
8879,57
5725,106
2671,56
9677,37
6523,86
3980,23
2891,59
4085,39
9475,88
2629,59
11165,6
13897,5
72,61
8198,110
10989,9
7835,21
13418,7
2766,64
14235,0
8495,67
13395,23
4422,75
1846,64
14400,67
10662,65
5514,7
9165,47
1363,95
14052,0
5931,66
6132,56
7689,88
4239,75
5755,106
15177,109
2876,57
14667,7
2659,59
6148,0
13013,79
6208,51
12187,0
9936,45
12071,54
3172,55
6460,43
660,96
14149,54
9457,47
3089,57
6344,97
10618,79
9195,47
12731,100
9396,37
4066,39
12569,38
13367,18
7178,30
14662,50
14781,1
2064,34
6465,94
9056,117
2485,64
12141,5
12846,23
14362,54
1530,100
5597,18
745,59
14119,67
3260,60
10761,20
1083,54
10444,84
9429,106
7670,88
12761,100
13936,67
199,7
2857,57
83,61
1162,54
3875,40
6189,51
2256,96
3572,2
7328,95
7430,106
9549,107
9086,117
9683,107
10657,84
11497,61
7823,37
9903,110
10299,110
1560,100
641,59
10861,79
3447,7
14949,120
16,7
6766,62
11069,28
8739,9
9773,0
11633,70
15403,61
6517,1
1668,47
3526,7
854,59
432,70
592,59
9852,0
12985,114
15294,10
3241,60
7460,106
9724,0
12768,116
3602,2
4278,56
5057,23
6936,106
6559,119
9947,45
5136,87
13840,76
511,70
11342,15
14979,120
6732,47
9946,49
2436,40
3697,10
20,18
510,111
3320,60
6314,59
9803,0
11897,8
13917,30
15245,10
6943,1
7015,106
11222,98
13035,56
4733,47
4752,97
10564,98
4375,110
7804,37
9884,110
9958,59
15192,120
622,59
7487,101
1601,114
14930,120
15250,61
15324,10
38,8
9754,0
12140,116
14382,22
6589,119
12709,7
1649,47
5823,91
1869,50
12089,70
50,18
532,21
1552,114
2204,40
6027,86
3484,23
8933,9
11712,83
15275,10
2047,56
2133,96
7441,106
3583,2
9705,0
7220,107
10844,44
10930,47
13065,56
12225,79
4419,8
6540,119
2311,102
6251,16
9914,110
10150,121
11369,94
3678,10
9784,0
5381,96
4321,116
10427,106
13218,5
10881,47
4035,18
8646,100
4191,6
9062,15
10545,98
5853,91
10316,9
1899,50
14213,41
1563,64
1582,114
15305,10
5594,96
10451,65
14694,85
9735,0
10117,65
13431,5
13095,56
7250,107
13169,5
15032,80
4008,6
4390,71
4490,9
12690,7
14407,28
6286,94
1234,10
2213,102
1776,64
5501,53
3085,31
5325,93
6404,86
2854,98
10927,55
7556,69
2375,100
314,40
8676,100
9892,68
10608,9
4400,8
11494,102
14740,93
2586,54
1185,10
7613,51
6042,84
8458,106
2484,43
2544,57
10904,44
6093,86
13259,56
15239,10
7166,5
4420,71
10210,121
6734,82
13291,8
1264,10
4392,9
8203,1
9208,82
13363,113
9603,86
5489,56
15025,64
14809,48
7586,69
6130,89
8747,101
15013,80
4330,70
13067,7
14591,91
15147,80
5288,2
1215,10
13534,116
4668,65
2574,57
13069,16
8217,57
13580,3
2673,36
5586,110
4450,71
7275,69
13904,63
9950,22
2567,54
9091,32
1708,64
15161,99
4677,6
11394,113
2684,50
4401,71
12780,34
3082,96
8390,106
13376,65
9092,112
2476,57
2080,57
11915,0
4633,84
4452,9
4848,9
6290,54
11317,51
11933,54
9121,32
6564,34
4971,79
14346,7
4827,71
4431,71
11296,113
160,57
13904,76
14642,5
6359,46
9454,97
13943,4
13681,4
14820,48
4149,92
4746,82
8149,20
6683,106
8997,117
227,3
9272,56
4299,36
6412,57
12384,47
13303,88
6351,47
14114,7
4477,79
3899,102
10946,121
14876,64
6032,1
220,0
11763,114
481,4
1064,96
10579,98
13471,86
6430,47
3799,100
12932,37
12018,111
14327,7
14850,48
14461,7
2871,10
9139,62
3454,102
4051,92
10359,31
6379,1
4808,34
4753,98
8996,13
3123,2
11708,70
5816,9
6458,1
11793,114
6664,106
6342,55
10475,98
10664,34
7651,22
8334,15
1985,38
1534,102
9565,62
2846,74
5633,9
7350,30
7295,94
4537,106
7314,107
12980,54
7730,22
14496,85
8783,26
13874,38
6983,7
11738,70
8128,31
2753,31
4055,39
13047,0
8523,72
8160,20
10777,32
4354,106
6226,1
2609,23
13371,97
13627,23
1781,100
6404,7
1519,100
8599,67
4370,50
1918,105
8079,31
13172,116
12748,54
7096,5
8813,26
351,65
6323,55
14220,15
4946,102
13165,113
188,7
1663,0
9266,8
9307,9
6313,10
2607,34
2901,23
4618,44
7309,5
9007,13
1505,57
10927,97
12584,67
2207,100
12952,5
4053,6
14315,23
14521,91
1026,59
1549,100
4796,50
6172,7
1279,10
1917,38
4897,102
1425,64
6353,82
7927,54
8109,31
12077,7
15150,70
6892,67
7530,95
1718,57
12373,5
14968,29
1635,59
4486,9
977,59
1096,10
1230,10
13544,1
5094,94
6087,84
13153,116
517,74
1114,64
7609,95
1797,57
7919,55
8194,31
8442,96
11656,98
14507,85
7077,5
8634,37
8794,26
4083,6
4465,71
11034,51
1579,100
5189,102
5404,27
12123,15
4927,102
4679,0
4698,50
7401,65
9514,86
1193,64
785,10
12970,116
1327,64
4742,56
12882,3
1748,57
10311,107
7028,5
1269,59
5006,102
1007,59
1260,10
2306,55
4878,102
5797,106
7614,65
7949,55
1144,64
8472,96
12861,65
10304,67
6746,26
1565,57
7107,5
12852,16
7208,57
3939,82
4495,71
2461,114
4233,71
10642,62
4957,102
7722,49
9002,32
8088,106
13525,1
1935,4
7900,55
5369,46
11059,121
7058,5
3092,102
5170,102
13224,9
9418,95
9215,32
13604,1
9201,97
6625,86
14679,30
7382,65
12891,65
2731,96
1671,116
6776,26
4723,56
4360,4
10105,15
1729,57
13085,79
14742,86
10108,20
14323,102
9631,95
295,95
732,96
4557,23
6637,96
2683,55
2287,55
5778,106
1965,4
2944,96
9670,23
11026,65
3962,79
3384,102
13733,7
8370,61
3700,79
4834,8
11644,114
5510,62
7764,22
11683,42
945,96
5857,106
13388,9
14057,104
4475,75
4112,23
5991,106
8286,67
8983,32
7661,15
4648,3
7067,30
10556,8
7146,94
1657,9
9978,31
13071,9
5998,1
4587,23
5674,106
9399,95
896,96
5808,106
8499,67
11372,42
2451,55
4388,79
2772,110
14682,48
8314,58
13763,7
7018,30
3300,0
3286,102
14203,50
2045,10
6775,43
975,96
12807,84
14464,54
15181,109
5759,106
47,6
2268,55
1946,4
10107,37
13959,67
4119,39
10165,15
11070,121
11125,57
12360,38
3365,102
4614,18
13714,7
7217,95
11086,65
926,96
5838,106
8529,67
4852,75
5972,106
5986,4
8427,56
1104,102
13096,79
9345,101
7048,30
3638,116
7182,30
9959,31
14670,51
10938,86
11576,114
12837,84
14785,1
4012,34
8346,67
3635,47
5225,27
8379,15
14251,67
6023,7
8714,5
14325,16
14366,54
14385,67
2693,59
1633,79
11490,10
5678,9
6724,91
6999,30
10791,9
5020,9
956,96
8559,67
15424,109
1613,100
2948,56
7700,77
3209,60
13682,31
5220,70
550,51
12300,0
7212,30
3943,55
11386,74
11441,10
13378,34
9190,55
6196,56
310,69
1826,100
7371,23
8510,67
1041,59
645,59
5153,16
12844,100
20,7
8124,31
2420,21
823,102
7485,44
3424,106
724,59
858,59
5206,27
13686,42
15370,115
2156,96
7679,31
7228,95
8061,96
11094,23
12772,116
15461,4
9676,106
10340,86
13702,23
2026,23
8776,78
9514,7
1594,100
50,7
6800,62
13663,31
330,61
9012,62
11885,0
5085,87
9171,55
12404,70
291,69
888,59
6034,7
626,59
323,21
6751,62
15328,10
4312,56
9150,117
8806,78
14229,38
1624,100
705,59
2276,26
12119,59
2482,94
536,21
9837,0
8937,9
10695,31
15425,64
2137,96
7445,106
13450,44
3587,2
5115,87
7720,45
8926,79
15116,29
5409,39
14046,38
15452,7
5051,102
9918,110
496,70
656,59
15358,10
12653,114
6244,86
13250,104
9788,0
110,34
5430,98
11335,98
15462,67
12427,67
5066,87
5622,39
10393,110
9608,69
869,59
2586,43
2665,107
3518,23
15381,115
1644,55
6611,1
7998,110
7750,45
10166,67
11561,37
13435,5
4453,8
15122,120
2345,102
1982,50
2579,40
9425,69
10738,0
11660,16
2317,40
14430,41
10476,0
10080,0
3712,10
10913,1
11697,83
9818,0
14736,84
6012,86
2294,56
10379,67
15406,64
11177,47
1378,57
9303,79
10464,111
13565,7
10612,9
4404,8
9242,69
14120,0
10455,62
5689,106
9715,23
6091,86
15339,10
2488,43
6621,86
4869,44
8875,46
5600,34
4249,70
2826,38
4483,8
12146,30
5341,39
2072,64
10809,1
1884,50
10506,0
2567,43
9652,88
7456,69
8449,59
7590,69
4434,8
15017,80
8754,106
5719,106
8652,95
14717,84
2518,43
2578,57
8046,56
5993,86
13891,5
13233,5
3073,36
2677,36
2099,59
5253,47
7462,5
8004,59
4050,18
15096,80
15170,29
2498,64
6290,43
4385,8
13953,65
2571,54
2249,3
6072,86
9159,47
10480,68
8479,59
10177,67
13828,70
2835,100
3592,79
7458,7
11431,61
14268,113
4464,8
4505,9
6181,29
6241,43
6387,97
6502,84
1791,64
5487,106
14083,67
10984,15
5373,4
9633,88
13895,16
2346,57
2869,98
13962,6
2129,59
9531,40
7571,69
8672,50
329,40
3061,39
12588,95
4456,9
13419,23
9205,55
2642,55
6338,97
9189,47
10653,117
13638,67
2559,57
3156,47
8027,56
9584,88
13393,7
4435,71
1541,10
10574,9
11138,51
12016,54
104,43
15128,45
15073,109
2552,54
4327,16
7601,69
11949,0
11486,10
6687,106
6962,82
12270,55
8765,106
9276,56
10451,23
7416,23
8899,106
4348,38
4609,79
9554,37
3205,60
4762,92
4782,7
3304,2
6900,106
9080,117
13469,86
14880,64
3147,55
5100,87
2825,4
6476,44
6958,47
7615,88
11044,15
11242,0
11063,28
11627,70
9170,47
8688,7
13138,23
13881,67
13954,20
6979,106
11516,10
6249,1
10261,20
3420,106
2635,65
15109,45
14672,7
3235,60
7348,94
14910,64
6553,119
6668,106
5130,87
11492,3
7645,88
2471,78
14,18
2832,57
3343,7
15046,110
4590,79
12052,111
14361,7
3764,0
2850,74
3547,2
6675,1
12055,116
9030,13
6017,1
9061,117
5599,13
4369,110
7734,22
6256,54
10558,98
6939,47
5356,26
175,57
13840,12
4542,38
15186,120
6415,47
9748,0
8292,20
11184,8
13746,84
13338,30
11800,11
14940,64
4155,43
4819,23
6335,54
9609,107
14158,28
12575,7
407,70
10682,26
13130,37
15269,10
1922,105
7927,43
9699,0
13417,30
10838,44
13947,30
13193,56
1517,56
6047,1
6911,106
221,65
10326,98
14891,64
6327,55
14954,120
7626,88
2177,102
8699,7
11772,70
11913,9
11596,73
8896,26
12170,79
814,57
12605,7
14525,91
12739,7
13845,103
14261,18
1429,64
5240,93
9729,0
7535,54
3870,116
9715,65
12728,114
9090,13
14921,64
10110,106
4002,6
2290,100
7130,5
14972,29
5195,27
2000,38
1100,10
9300,8
1246,64
14653,20
12533,23
10425,117
9041,13
13248,5
1102,56
12200,79
7126,7
11226,102
12415,4
14555,91
1179,10
14076,93
1459,64
3016,96
7405,65
8143,31
9518,86
2799,98
11376,83
13074,54
13732,54
7160,5
6227,66
2058,100
9675,6
4386,9
10291,9
12949,59
15002,29
1130,10
11369,43
8141,106
1933,105
54,22
6396,23
11704,33
14803,85
11869,100
7318,69
13278,5
7111,5
14585,91
13382,62
6436,95
13657,1
14106,93
1489,64
3046,96
3442,96
4758,2
7595,54
13937,55
6117,86
2025,44
1782,57
8907,26
11820,100
13315,8
14335,101
524,92
739,17
14536,91
11019,51
5174,102
9663,9
8641,55
9205,97
1440,64
13713,54
7386,65
2780,98
4411,79
11899,100
4364,4
7141,5
4395,71
14006,47
4147,6
8247,101
2710,39
10272,9
14983,29
4991,102
299,95
5464,56
8122,106
10054,15
5403,46
10389,5
2409,47
3388,102
11151,62
14566,91
8955,43
15438,20
5861,106
8335,106
2664,44
4703,79
7416,65
9529,86
10649,117
6810,26
7930,57
15459,79
9573,92
11686,113
11290,113
2446,50
11741,49
14421,117
11322,65
202,54
766,96
3020,56
4591,23
1683,64
9066,32
2321,55
9186,97
9448,97
2978,96
10986,116
13589,1
125,36
11701,98
1842,57
13592,6
14686,48
4015,92
8404,61
10061,31
11618,100
11940,114
281,54
13073,84
10093,20
11139,65
13904,12
6447,95
5602,3
6345,47
2272,55
3989,39
6840,26
14242,7
10169,15
13402,30
3369,102
10012,31
1058,96
1930,25
10708,0
5842,106
5262,56
11148,6
10845,5
4422,79
5542,110
13219,30
7052,30
9614,106
10949,62
9963,31
3117,2
6735,94
123,3
613,96
5921,106
6055,106
3001,56
5659,106
6652,96
12624,86
13873,2
14255,67
4731,16
4239,79
8864,59
8487,72
9084,62
13432,30
3399,102
7265,30
7210,94
3151,0
4849,8
8022,9
11398,73
2934,2
12981,94
8563,67
3415,46
2952,56
14232,56
6983,51
5627,9
12888,51
14063,18
539,39
7082,30
12987,30
370,1
9993,31
9456,55
4831,75
4864,23
11476,114
12266,4
777,96
3031,56
9459,97
3647,59
4183,39
8517,72
8154,20
9114,62
10468,31
3885,116
7240,94
7259,107
7033,30
7515,33
11555,114
3824,106
2468,64
3098,2
12487,94
6298,106
1513,100
8593,67
12938,30
250,57
2982,56
1881,38
7753,90
8364,15
544,9
14341,120
12918,51
3964,116
2797,10
7112,30
10023,31
4,1
10842,97
138,1
12237,67
8544,67
12295,8
9301,9
14127,16
3194,60
9144,62
3736,114
13667,31
11036,84
2748,10
12693,54
12872,56
800,56
3128,2
9363,106
12450,67
1020,59
758,59
1911,38
3609,9
4528,50
4891,102
6038,7
3815,114
9357,62
8498,72
9095,62
13921,32
12510,54
7221,94
7262,95
12529,67
1450,57
6992,5
1670,97
1744,46
3998,6
971,59
4259,47
6513,7
1628,100
709,59
6117,7
6614,59
8574,67
12022,7
6834,62
13147,116
14438,29
14759,84
12885,116
12181,0
12637,51
10051,106
7475,95
12315,0
13454,44
13655,34
10942,48
4541,110
12117,15
2640,39
4921,102
10041,61
12336,59
9282,9
1321,64
14755,86
2220,96
2614,23
1480,57
10043,107
7022,5
7500,44
12674,54
13887,47
5626,39
1001,59
8262,101
8840,78
9974,7
5087,27
14630,91
2516,94
4247,50
3796,114
8218,31
8204,96
8641,97
13116,106
12827,3
10196,56
12491,54
7780,34
7799,47
8919,78
12248,67
13005,9
952,59
4763,51
10508,62
3125,94
10346,0
10742,0
13519,1
2250,96
10249,67
827,64
12704,54
2021,44
11548,100
147,39
1382,57
10441,8
7896,101
4274,8
769,59
4902,102
12519,8
2546,94
6894,62
9263,9
204,21
2202,55
1880,4
4612,3
5094,43
11202,106
14411,30
13414,106
1461,57
3615,79
4487,8
2379,102
6405,19
2995,105
11873,18
8719,30
10813,1
4390,75
2415,55
5610,44
2571,43
5906,106
6845,62
4272,56
10050,15
4728,70
7983,110
5526,50
1412,57
4552,110
9989,5
10457,110
12900,6
14705,103
2389,39
5985,106
1967,50
4106,23
1516,114
5723,106
8951,43
10723,0
6521,86
3978,23
14281,41
7875,55
4776,3
9473,88
14721,84
10230,67
13499,5
2365,59
10766,47
4517,8
5637,39
9288,79
10964,62
5521,93
628,96
5540,106
5936,106
10306,62
10540,0
2183,55
3418,36
6076,86
13060,79
10181,67
12600,94
12801,84
4468,8
6612,96
8224,64
11001,65
5753,106
12539,84
2291,2
579,96
6188,34
13194,15
2552,43
14330,54
11193,6
2657,59
11831,34
3985,39
4167,16
7381,18
7964,110
10144,121
7097,30
15204,29
7384,23
7981,50
12592,95
658,96
4450,75
5966,106
11007,1
5704,106
13803,15
9193,47
4064,39
4757,3
9339,101
5459,9
3843,40
7176,30
8177,110
15417,29
11570,114
4498,8
9214,106
4038,23
4602,65
9869,37
14117,67
3258,60
13041,79
6277,89
4739,70
7411,18
5410,9
8068,59
7127,30
8464,59
13476,7
9427,106
12374,30
10280,22
11037,1
7668,88
5734,106
8888,57
13934,67
4572,78
10477,78
13254,79
3873,40
13267,18
12166,0
9244,106
6231,94
14244,0
4431,75
10859,79
15107,109
8376,67
14,7
5041,4
9174,47
8434,8
14485,62
7157,30
11009,23
11083,9
357,117
7277,95
8290,0
2464,64
6256,43
12825,23
6839,98
3239,60
11465,10
7392,18
7356,95
2020,23
6335,43
